Word,Length,Freq_HAL,Log_Freq_HAL
pelt,4,387,5.96
paraphernalia,13,387,5.96
ousted,6,387,5.96
noxious,7,387,5.96
nicknamed,9,387,5.96
mambo,5,387,5.96
huts,4,387,5.96
grubby,6,387,5.96
Gaul,4,387,5.96
enslavement,11,387,5.96
Dumas,5,387,5.96
dupe,4,387,5.96
bower,5,387,5.96
bauble,6,387,5.96
attainable,10,387,5.96
adhered,7,387,5.96
watermelon,10,386,5.96
treacherous,11,386,5.96
squirted,8,386,5.96
rhubarb,7,386,5.96
raceway,7,386,5.96
presumptuous,12,386,5.96
peyote,6,386,5.96
moll,4,386,5.96
horticulture,12,386,5.96
flanking,8,386,5.96
exerted,7,386,5.96
epidemics,9,386,5.96
eminently,9,386,5.96
decadent,8,386,5.96
Creole,6,386,5.96
condolences,11,386,5.96
catnip,6,386,5.96
breastfeed,10,386,5.96
bankroll,8,386,5.96
zooms,5,385,5.95
wrinkle,7,385,5.95
yeasts,6,385,5.95
usages,6,385,5.95
Turin,5,385,5.95
tonnage,7,385,5.95
theocracy,9,385,5.95
sustenance,10,385,5.95
statisticians,13,385,5.95
steels,6,385,5.95
patronage,9,385,5.95
overdone,8,385,5.95
napkins,7,385,5.95
lapses,6,385,5.95
intelligible,12,385,5.95
ensue,5,385,5.95
entitle,7,385,5.95
doings,6,385,5.95
demonstrable,12,385,5.95
Custer,6,385,5.95
cymbal,6,385,5.95
cleft,5,385,5.95
cobbler,7,385,5.95
casket,6,385,5.95
Assyrian,8,385,5.95
amiss,5,385,5.95
administers,11,385,5.95
wheelbarrow,11,384,5.95
vacancy,7,384,5.95
upped,5,384,5.95
sunbeam,7,384,5.95
superimposed,12,384,5.95
seniority,9,384,5.95
reagents,8,384,5.95
purposeful,10,384,5.95
opiate,6,384,5.95
motivates,9,384,5.95
mocked,6,384,5.95
lethality,9,384,5.95
duplicity,9,384,5.95
disparage,9,384,5.95
diligence,9,384,5.95
boilers,7,384,5.95
beards,6,384,5.95
abhor,5,383,5.95
Wrigley,7,383,5.95
yore,4,383,5.95
stings,6,383,5.95
shoemaker,9,383,5.95
screech,7,383,5.95
sandpaper,9,383,5.95
Pacer,5,383,5.95
neonatal,8,383,5.95
longbow,7,383,5.95
liquidity,9,383,5.95
initiator,9,383,5.95
gnawing,7,383,5.95
fornication,11,383,5.95
foundation's,12,383,5.95
distinguishable,15,383,5.95
derision,8,383,5.95
cramp,5,383,5.95
condoned,8,383,5.95
clutched,8,383,5.95
charade,7,383,5.95
brain's,7,383,5.95
unalienable,11,382,5.95
subtraction,11,382,5.95
soloist,7,382,5.95
seventeenth,11,382,5.95
scandalous,10,382,5.95
preparedness,12,382,5.95
phonograph,10,382,5.95
luxuries,8,382,5.95
leathers,8,382,5.95
Kleenex,7,382,5.95
inclinations,12,382,5.95
extinguished,12,382,5.95
diocese,7,382,5.95
discounting,11,382,5.95
degeneration,12,382,5.95
chimpanzee,10,382,5.95
Boston's,8,382,5.95
violinist,9,381,5.94
vascular,8,381,5.94
unsound,7,381,5.94
untimely,8,381,5.94
undercoat,9,381,5.94
Tobago,6,381,5.94
soldier's,9,381,5.94
seaweed,7,381,5.94
rages,5,381,5.94
principality,12,381,5.94
overpowering,12,381,5.94
Martians,8,381,5.94
latches,7,381,5.94
inauguration,12,381,5.94
homicidal,9,381,5.94
groundhog,9,381,5.94
exorbitant,10,381,5.94
excitedly,9,381,5.94
disclaim,8,381,5.94
designating,11,381,5.94
complimented,12,381,5.94
carelessly,10,381,5.94
caricature,10,381,5.94
cautions,8,381,5.94
bodybuilding,12,381,5.94
wicker,6,380,5.94
uncomfortably,13,380,5.94
tabloids,8,380,5.94
strychnine,10,380,5.94
serpents,8,380,5.94
roofs,5,380,5.94
reopened,8,380,5.94
redheaded,9,380,5.94
predominately,13,380,5.94
plowing,7,380,5.94
lapping,7,380,5.94
lectured,8,380,5.94
inflamed,8,380,5.94
frothing,8,380,5.94
extravagant,11,380,5.94
diverge,7,380,5.94
colloquial,10,380,5.94
catered,7,380,5.94
breakfasts,10,380,5.94
bridle,6,380,5.94
underdeveloped,14,379,5.94
Thompson's,10,379,5.94
startups,8,379,5.94
stereotyped,11,379,5.94
stetson,7,379,5.94
slob,4,379,5.94
sideshow,8,379,5.94
potted,6,379,5.94
preaches,8,379,5.94
neurology,9,379,5.94
nonfiction,10,379,5.94
mused,5,379,5.94
marauder,8,379,5.94
lags,4,379,5.94
harvester,9,379,5.94
giraffe,7,379,5.94
fainted,7,379,5.94
enticing,8,379,5.94
complements,11,379,5.94
waterfalls,10,378,5.93
westward,8,378,5.93
unrestrained,12,378,5.93
trolley,7,378,5.93
Thelma,6,378,5.93
summer's,8,378,5.93
soggy,5,378,5.93
sordid,6,378,5.93
runoff,6,378,5.93
reactionaries,13,378,5.93
proportionately,15,378,5.93
prowl,5,378,5.93
fermenting,10,378,5.93
elaborated,10,378,5.93
elasticity,10,378,5.93
desolate,8,378,5.93
catheter,8,378,5.93
bottlenecks,11,378,5.93
benevolence,11,378,5.93
awkwardly,9,378,5.93
allusions,9,378,5.93
teal,4,377,5.93
subspecies,10,377,5.93
superposition,13,377,5.93
strayed,7,377,5.93
stylized,8,377,5.93
snapper,7,377,5.93
refraction,10,377,5.93
Pope's,6,377,5.93
perished,8,377,5.93
overestimate,12,377,5.93
nib,3,377,5.93
miffed,6,377,5.93
lenient,7,377,5.93
interruptions,13,377,5.93
gassed,6,377,5.93
emulsion,8,377,5.93
endearing,9,377,5.93
eagle's,7,377,5.93
departs,7,377,5.93
dearth,6,377,5.93
defendant's,11,377,5.93
concertos,9,377,5.93
caveman,7,377,5.93
campaigned,10,377,5.93
adhesion,8,377,5.93
yanking,7,376,5.93
undying,7,376,5.93
transatlantic,13,376,5.93
summing,7,376,5.93
squires,7,376,5.93
retailing,9,376,5.93
nostril,7,376,5.93
molest,6,376,5.93
Minerva,7,376,5.93
lather,6,376,5.93
innermost,9,376,5.93
hurriedly,9,376,5.93
hindered,8,376,5.93
grandiose,9,376,5.93
globes,6,376,5.93
emigration,10,376,5.93
conductivity,12,376,5.93
byproduct,9,376,5.93
airforce,8,376,5.93
splatter,8,375,5.93
sonnet,6,375,5.93
secretions,10,375,5.93
retreats,8,375,5.93
radioactivity,13,375,5.93
purr,4,375,5.93
piloting,8,375,5.93
mirth,5,375,5.93
merges,6,375,5.93
ledges,6,375,5.93
host's,6,375,5.93
divider,7,375,5.93
carelessness,12,375,5.93
amending,8,375,5.93
usefully,8,374,5.92
treadmill,9,374,5.92
topography,10,374,5.92
surveyor,8,374,5.92
stemmed,7,374,5.92
rhyming,7,374,5.92
riddles,7,374,5.92
morbidity,9,374,5.92
lurks,5,374,5.92
lassie,6,374,5.92
hutch,5,374,5.92
gridiron,8,374,5.92
gilt,4,374,5.92
glared,6,374,5.92
frosting,8,374,5.92
femininity,10,374,5.92
enlarging,9,374,5.92
dimes,5,374,5.92
consultative,12,374,5.92
backers,7,374,5.92
thyme,5,373,5.92
subconsciously,14,373,5.92
stateside,9,373,5.92
playwright,10,373,5.92
pathologist,11,373,5.92
midday,6,373,5.92
glories,7,373,5.92
fluctuate,9,373,5.92
deterrence,10,373,5.92
detour,6,373,5.92
Confucius,9,373,5.92
calypso,7,373,5.92
breather,8,373,5.92
abnormally,10,372,5.92
visceral,8,372,5.92
sweepstakes,11,372,5.92
star's,6,372,5.92
slaying,7,372,5.92
snowblind,9,372,5.92
Sicilian,8,372,5.92
searing,7,372,5.92
saps,4,372,5.92
rosebud,7,372,5.92
reincarnated,12,372,5.92
pillage,7,372,5.92
outage,6,372,5.92
invader,7,372,5.92
heirloom,8,372,5.92
glamorous,9,372,5.92
glimpses,8,372,5.92
fumbling,8,372,5.92
envelop,7,372,5.92
egalitarian,11,372,5.92
coolness,8,372,5.92
couplers,8,372,5.92
consumer's,10,372,5.92
compensatory,12,372,5.92
classmate,9,372,5.92
booty,5,372,5.92
backwater,9,372,5.92
vagabond,8,371,5.92
uninterested,12,371,5.92
turrets,7,371,5.92
scoreboard,10,371,5.92
pulpit,6,371,5.92
mouthing,8,371,5.92
mated,5,371,5.92
lapped,6,371,5.92
innards,7,371,5.92
haggling,8,371,5.92
geometrical,11,371,5.92
frayed,6,371,5.92
frills,6,371,5.92
exerting,8,371,5.92
embodies,8,371,5.92
dived,5,371,5.92
dismount,8,371,5.92
cosmological,12,371,5.92
consonant,9,371,5.92
aggressiveness,14,371,5.92
whirled,7,370,5.91
whooping,8,370,5.91
Transylvania,12,370,5.91
triplets,8,370,5.91
stuffy,6,370,5.91
residences,10,370,5.91
registrants,11,370,5.91
opiates,7,370,5.91
lusty,5,370,5.91
intergovernmental,17,370,5.91
incestuous,10,370,5.91
hens,4,370,5.91
handlebars,10,370,5.91
evoked,6,370,5.91
ducts,5,370,5.91
distraught,10,370,5.91
destinies,9,370,5.91
devour,6,370,5.91
devoured,8,370,5.91
Comanche,8,370,5.91
cayenne,7,370,5.91
unknowns,8,369,5.91
toil,4,369,5.91
thence,6,369,5.91
rhythmically,12,369,5.91
prerogative,11,369,5.91
Parmesan,8,369,5.91
inaccuracy,10,369,5.91
hillbilly,9,369,5.91
Harry's,7,369,5.91
grilled,7,369,5.91
epitaph,7,369,5.91
displace,8,369,5.91
dither,6,369,5.91
deplore,7,369,5.91
deepening,9,369,5.91
contended,9,369,5.91
changeling,10,369,5.91
woodpecker,10,368,5.91
vertebrate,10,368,5.91
turquoise,9,368,5.91
sunroof,7,368,5.91
refit,5,368,5.91
questioner,10,368,5.91
protege,7,368,5.91
mugged,6,368,5.91
logistic,8,368,5.91
insurrection,12,368,5.91
indignant,9,368,5.91
hitherto,8,368,5.91
grievance,9,368,5.91
fertilization,13,368,5.91
erode,5,368,5.91
Denny's,7,368,5.91
cooperated,10,368,5.91
constituting,12,368,5.91
blithely,8,368,5.91
aloof,5,368,5.91
zealous,7,367,5.91
tungsten,8,367,5.91
transferable,12,367,5.91
shelved,7,367,5.91
showering,9,367,5.91
pocketbook,10,367,5.91
panacea,7,367,5.91
Navy's,6,367,5.91
melancholy,10,367,5.91
mayor's,7,367,5.91
magnitudes,10,367,5.91
invulnerability,15,367,5.91
hickory,7,367,5.91
Galapagos,9,367,5.91
epitome,7,367,5.91
cosine,6,367,5.91
complacent,10,367,5.91
averted,7,367,5.91
bagpipe,7,367,5.91
abhorrent,9,366,5.9
warmup,6,366,5.9
wedlock,7,366,5.9
viscous,7,366,5.9
vaccinating,11,366,5.9
strangled,9,366,5.9
suave,5,366,5.9
institute's,11,366,5.9
hives,5,366,5.9
eschew,6,366,5.9
eucharist,9,366,5.9
doodle,6,366,5.9
brooding,8,366,5.9
bloodhounds,11,366,5.9
bodied,6,366,5.9
bellies,7,366,5.9
airtight,8,366,5.9
admissible,10,366,5.9
affidavits,10,366,5.9
trespass,8,365,5.9
Thursday's,10,365,5.9
tiniest,7,365,5.9
phallus,7,365,5.9
pansy,5,365,5.9
nomadic,7,365,5.9
memoir,6,365,5.9
Kremlin,7,365,5.9
Figaro,6,365,5.9
firmer,6,365,5.9
environs,8,365,5.9
devising,8,365,5.9
cultivating,11,365,5.9
conqueror,9,365,5.9
Chaucer,7,365,5.9
biceps,6,365,5.9
banshees,8,365,5.9
arranges,8,365,5.9
wiper,5,364,5.9
vulva,5,364,5.9
symbolically,12,364,5.9
spiel,5,364,5.9
pastel,6,364,5.9
overseer,8,364,5.9
multipurpose,12,364,5.9
meditations,11,364,5.9
irritable,9,364,5.9
distillation,12,364,5.9
cohesion,8,364,5.9
coffers,7,364,5.9
admirers,8,364,5.9
actor's,7,363,5.89
voluminous,10,363,5.89
underpaid,9,363,5.89
undersea,8,363,5.89
telly,5,363,5.89
reptilian,9,363,5.89
ravage,6,363,5.89
overblown,9,363,5.89
nullify,7,363,5.89
mongoose,8,363,5.89
litters,7,363,5.89
lengthen,8,363,5.89
lifeguard,9,363,5.89
kingpin,7,363,5.89
Indochina,9,363,5.89
inexplicably,12,363,5.89
infringements,13,363,5.89
hippo,5,363,5.89
fluently,8,363,5.89
fanning,7,363,5.89
Danube,6,363,5.89
courtship,9,363,5.89
troupe,6,362,5.89
terminus,8,362,5.89
subjectively,12,362,5.89
superhuman,10,362,5.89
somatic,7,362,5.89
slough,6,362,5.89
snazzy,6,362,5.89
salamander,10,362,5.89
radiating,9,362,5.89
rearranging,11,362,5.89
procreate,9,362,5.89
pointedly,9,362,5.89
pithy,5,362,5.89
phallic,7,362,5.89
necessitated,12,362,5.89
mightily,8,362,5.89
inquisitive,11,362,5.89
grille,6,362,5.89
gab,3,362,5.89
expound,7,362,5.89
droves,6,362,5.89
burgundy,8,362,5.89
appointees,10,362,5.89
airy,4,362,5.89
willpower,9,361,5.89
wayward,7,361,5.89
understandings,14,361,5.89
undetermined,12,361,5.89
sunburn,7,361,5.89
stiffened,9,361,5.89
sequenced,9,361,5.89
porous,6,361,5.89
pales,5,361,5.89
microns,7,361,5.89
materialized,12,361,5.89
interject,9,361,5.89
insulating,10,361,5.89
creams,6,361,5.89
closeup,7,361,5.89
broadening,10,361,5.89
sundown,7,360,5.89
rattles,7,360,5.89
popularly,9,360,5.89
ontological,11,360,5.89
nourishment,11,360,5.89
multiplex,9,360,5.89
Napoleonic,10,360,5.89
hindrance,9,360,5.89
gumbo,5,360,5.89
gravely,7,360,5.89
decoy,5,360,5.89
acorns,6,359,5.88
thumping,8,359,5.88
Stalinist,9,359,5.88
splendor,8,359,5.88
rougher,7,359,5.88
obeys,5,359,5.88
monotonous,10,359,5.88
inspecting,10,359,5.88
hypnotist,9,359,5.88
flippers,8,359,5.88
faintest,8,359,5.88
dulcimer,8,359,5.88
dolt,4,359,5.88
contaminate,11,359,5.88
Aquinas,7,359,5.88
warrantee,9,358,5.88
vocalists,9,358,5.88
unimaginable,12,358,5.88
transcended,11,358,5.88
tiled,5,358,5.88
thespian,8,358,5.88
straightening,13,358,5.88
smothered,9,358,5.88
shriek,6,358,5.88
pewter,6,358,5.88
indentured,10,358,5.88
hurling,7,358,5.88
helplessness,12,358,5.88
globular,8,358,5.88
frequented,10,358,5.88
fielded,7,358,5.88
familial,8,358,5.88
excellency,10,358,5.88
dispensed,9,358,5.88
dissonance,10,358,5.88
casserole,9,358,5.88
Brunei,6,358,5.88
bacterium,9,358,5.88
aspiration,10,358,5.88
armaments,9,358,5.88
usurp,5,357,5.88
vasectomy,9,357,5.88
travail,7,357,5.88
stipulate,9,357,5.88
stipulation,11,357,5.88
shuddering,10,357,5.88
Rob's,5,357,5.88
rupee,5,357,5.88
renovated,9,357,5.88
morn,4,357,5.88
minder,6,357,5.88
mend,4,357,5.88
methodological,14,357,5.88
lackeys,7,357,5.88
impatience,10,357,5.88
hogging,7,357,5.88
hallucinogenic,14,357,5.88
granddaughter,13,357,5.88
electrician,11,357,5.88
embroidered,11,357,5.88
discourses,10,357,5.88
cleat,5,357,5.88
Cicero,6,357,5.88
capitalistic,12,357,5.88
canoes,6,357,5.88
Brahmin,7,357,5.88
blockage,8,357,5.88
antagonist,10,357,5.88
viewfinder,10,356,5.87
vernacular,10,356,5.87
seer,4,356,5.87
scud,4,356,5.87
secretarial,11,356,5.87
Samoa,5,356,5.87
promiscuity,11,356,5.87
puffs,5,356,5.87
needlepoint,11,356,5.87
nightline,9,356,5.87
marauders,9,356,5.87
loyalist,8,356,5.87
intrude,7,356,5.87
hovered,7,356,5.87
garages,7,356,5.87
freaky,6,356,5.87
flinch,6,356,5.87
butte,5,356,5.87
adored,6,356,5.87
when's,6,355,5.87
stifled,7,355,5.87
squaw,5,355,5.87
sideline,8,355,5.87
refueling,9,355,5.87
palindrome,10,355,5.87
ontology,8,355,5.87
Maxwell's,9,355,5.87
Jovian,6,355,5.87
inexcusable,11,355,5.87
ghettos,7,355,5.87
contraband,10,355,5.87
bookcase,8,355,5.87
analysed,8,355,5.87
utterance,9,354,5.87
threesome,9,354,5.87
subtracted,10,354,5.87
snowfall,8,354,5.87
Siegfried,9,354,5.87
seller's,8,354,5.87
riddance,8,354,5.87
railroading,11,354,5.87
reaffirmed,10,354,5.87
pecs,4,354,5.87
outwards,8,354,5.87
offensively,11,354,5.87
occupant,8,354,5.87
nakedness,9,354,5.87
monocle,7,354,5.87
meaningfully,12,354,5.87
magnetism,9,354,5.87
Fatima,6,354,5.87
diffused,8,354,5.87
cervical,8,354,5.87
Tijuana,7,353,5.87
stagger,7,353,5.87
shocker,7,353,5.87
Samaritan,9,353,5.87
roundabout,10,353,5.87
rumba,5,353,5.87
perchance,9,353,5.87
perky,5,353,5.87
morning's,9,353,5.87
Madonna's,9,353,5.87
ineffectual,11,353,5.87
evolutionists,13,353,5.87
collaborator,12,353,5.87
clothesline,11,353,5.87
cameraman,9,353,5.87
campgrounds,11,353,5.87
bulletproof,11,353,5.87
breakdowns,10,353,5.87
aggravation,11,353,5.87
vulgarity,9,352,5.86
truss,5,352,5.86
thoughtless,11,352,5.86
Seton,5,352,5.86
Pat's,5,352,5.86
outpatient,10,352,5.86
oregano,7,352,5.86
naturalized,11,352,5.86
mercantile,10,352,5.86
loopy,5,352,5.86
leery,5,352,5.86
Jeannie,7,352,5.86
hypnotized,10,352,5.86
imbalances,10,352,5.86
generality,10,352,5.86
dispatching,11,352,5.86
digger,6,352,5.86
concocted,9,352,5.86
college's,9,352,5.86
comforted,9,352,5.86
clasped,7,352,5.86
coals,5,352,5.86
cholera,7,352,5.86
capricious,10,352,5.86
boaters,7,352,5.86
adirondack,10,352,5.86
stiffen,7,351,5.86
slush,5,351,5.86
sickly,6,351,5.86
sassy,5,351,5.86
rigidly,7,351,5.86
ringside,8,351,5.86
repatriation,12,351,5.86
rancor,6,351,5.86
puffed,6,351,5.86
precession,10,351,5.86
pestering,9,351,5.86
mulch,5,351,5.86
lighters,8,351,5.86
inset,5,351,5.86
infestation,11,351,5.86
Hollander,9,351,5.86
geyser,6,351,5.86
evangelists,11,351,5.86
divination,10,351,5.86
disapproved,11,351,5.86
deliberation,12,351,5.86
coronet,7,351,5.86
contraption,11,351,5.86
commandant,10,351,5.86
caprice,7,351,5.86
assailant,9,351,5.86
anorexia,8,351,5.86
adder,5,351,5.86
wag,3,350,5.86
triumphs,8,350,5.86
snowstorm,9,350,5.86
solace,6,350,5.86
snooping,8,350,5.86
sextant,7,350,5.86
reappeared,10,350,5.86
quail,5,350,5.86
pernicious,10,350,5.86
obliterated,11,350,5.86
misquote,8,350,5.86
milder,6,350,5.86
mainstay,8,350,5.86
Jesuit,6,350,5.86
intermission,12,350,5.86
indefensible,12,350,5.86
infertile,9,350,5.86
furnaces,8,350,5.86
conspired,9,350,5.86
cartoonist,10,350,5.86
bride's,7,350,5.86
aphrodisiac,11,350,5.86
antagonists,11,350,5.86
utilitarian,11,349,5.86
universality,12,349,5.86
typewriters,11,349,5.86
uglier,6,349,5.86
subside,7,349,5.86
savor,5,349,5.86
penicillin,10,349,5.86
overthrown,10,349,5.86
millimeter,10,349,5.86
lurked,6,349,5.86
lute,4,349,5.86
maim,4,349,5.86
lashed,6,349,5.86
innovator,9,349,5.86
frosty,6,349,5.86
Flemish,7,349,5.86
fables,6,349,5.86
eighteenth,10,349,5.86
deuce,5,349,5.86
decadence,9,349,5.86
ambiguities,11,349,5.86
wry,3,348,5.85
yearn,5,348,5.85
whiff,5,348,5.85
virology,8,348,5.85
unreasonably,12,348,5.85
solemnly,8,348,5.85
snows,5,348,5.85
salted,6,348,5.85
phobia,6,348,5.85
permutation,11,348,5.85
muff,4,348,5.85
movers,6,348,5.85
lightest,8,348,5.85
idling,6,348,5.85
enforcers,9,348,5.85
enjoin,6,348,5.85
dehydrated,10,348,5.85
deleterious,11,348,5.85
darkly,6,348,5.85
criminology,11,348,5.85
brisk,5,348,5.85
testy,5,347,5.85
strewn,6,347,5.85
prides,6,347,5.85
ponies,6,347,5.85
peeked,6,347,5.85
nighthawk,9,347,5.85
metallurgy,10,347,5.85
loaves,6,347,5.85
headway,7,347,5.85
follicle,8,347,5.85
fanciful,8,347,5.85
electrolyte,11,347,5.85
emphatic,8,347,5.85
dictatorial,11,347,5.85
consignment,11,347,5.85
caved,5,347,5.85
brunch,6,347,5.85
wronged,7,346,5.85
violets,7,346,5.85
unbound,7,346,5.85
strays,6,346,5.85
splattered,10,346,5.85
snugly,6,346,5.85
scented,7,346,5.85
sculptures,10,346,5.85
porky,5,346,5.85
lyricist,8,346,5.85
mailman,7,346,5.85
layoff,6,346,5.85
Judea,5,346,5.85
jurisprudence,13,346,5.85
hideously,9,346,5.85
harping,7,346,5.85
hallucinating,13,346,5.85
hallways,8,346,5.85
grapefruit,10,346,5.85
flapping,8,346,5.85
fatally,7,346,5.85
dopey,5,346,5.85
dropouts,8,346,5.85
droppings,9,346,5.85
deathbed,8,346,5.85
coincided,9,346,5.85
chairmen,8,346,5.85
canyons,7,346,5.85
cafes,5,346,5.85
azimuth,7,346,5.85
aromatic,8,346,5.85
unsettling,10,345,5.84
undamaged,9,345,5.84
thwarted,8,345,5.84
teething,8,345,5.84
solicits,8,345,5.84
snorted,7,345,5.84
resplendent,11,345,5.84
inadequacy,10,345,5.84
incandescent,12,345,5.84
illustrative,12,345,5.84
hubris,6,345,5.84
halftime,8,345,5.84
cull,4,345,5.84
buckled,7,345,5.84
xenophobic,10,344,5.84
wench,5,344,5.84
unofficially,12,344,5.84
streptococcus,13,344,5.84
Sparta,6,344,5.84
slumber,7,344,5.84
snarl,5,344,5.84
Shenandoah,10,344,5.84
shrines,7,344,5.84
sculpted,8,344,5.84
prettiest,9,344,5.84
penance,7,344,5.84
patronize,9,344,5.84
oligarchy,9,344,5.84
macaroni,8,344,5.84
imparted,8,344,5.84
incinerate,10,344,5.84
handicaps,9,344,5.84
Dutchman,8,344,5.84
dispensation,12,344,5.84
delinquent,10,344,5.84
dampen,6,344,5.84
confining,9,344,5.84
commendable,11,344,5.84
bulkhead,8,344,5.84
burg,4,344,5.84
betraying,9,344,5.84
bedrock,7,344,5.84
amphibian,9,344,5.84
what'll,7,343,5.84
Scotsman,8,343,5.84
prince's,8,343,5.84
petted,6,343,5.84
myopia,6,343,5.84
loosening,9,343,5.84
insulate,8,343,5.84
inadvertent,11,343,5.84
idiosyncratic,13,343,5.84
generalities,12,343,5.84
glib,4,343,5.84
daydream,8,343,5.84
carpenter's,11,343,5.84
bailing,7,343,5.84
amphibious,10,343,5.84
adrenal,7,343,5.84
wielded,7,342,5.83
Topeka,6,342,5.83
thunderstorm,12,342,5.83
sweetly,7,342,5.83
subordinates,12,342,5.83
soybeans,8,342,5.83
slotted,7,342,5.83
rioting,7,342,5.83
Ptolemy,7,342,5.83
overshadowed,12,342,5.83
ordnance,8,342,5.83
naively,7,342,5.83
horoscope,9,342,5.83
gunboat,7,342,5.83
flax,4,342,5.83
espousing,9,342,5.83
equestrian,10,342,5.83
duster,6,342,5.83
drab,4,342,5.83
desolation,10,342,5.83
classifying,11,342,5.83
burners,7,342,5.83
borax,5,342,5.83
boulders,8,342,5.83
Allen's,7,342,5.83
wrenches,8,341,5.83
willed,6,341,5.83
unadulterated,13,341,5.83
topographic,11,341,5.83
sustains,8,341,5.83
stalked,7,341,5.83
nightclubs,10,341,5.83
meaty,5,341,5.83
litmus,6,341,5.83
likened,7,341,5.83
grammatically,13,341,5.83
gastrointestinal,16,341,5.83
corral,6,341,5.83
bravely,7,341,5.83
blurted,7,341,5.83
attache,7,341,5.83
airliner,8,341,5.83
walled,6,340,5.83
uplift,6,340,5.83
straddled,9,340,5.83
scathing,8,340,5.83
Prussian,8,340,5.83
plumb,5,340,5.83
outlay,6,340,5.83
nips,4,340,5.83
nitric,6,340,5.83
marred,6,340,5.83
mastiff,7,340,5.83
letdown,7,340,5.83
intermediates,13,340,5.83
immaturity,10,340,5.83
gaunt,5,340,5.83
fractures,9,340,5.83
firemen,7,340,5.83
entomology,10,340,5.83
disobey,7,340,5.83
crumb,5,340,5.83
crescendo,9,340,5.83
chuckles,8,340,5.83
chaser,6,340,5.83
chaste,6,340,5.83
boasted,7,340,5.83
affront,7,340,5.83
welder,6,339,5.83
tenacity,8,339,5.83
stumbles,8,339,5.83
speller,7,339,5.83
shrubs,6,339,5.83
selfless,8,339,5.83
sabbatical,10,339,5.83
retraining,10,339,5.83
ratchet,7,339,5.83
rationing,9,339,5.83
lobes,5,339,5.83
fondle,6,339,5.83
eloquence,9,339,5.83
drier,5,339,5.83
crumpled,8,339,5.83
churn,5,339,5.83
battalions,10,339,5.83
apologetic,10,339,5.83
affirming,9,339,5.83
tux,3,338,5.82
sadist,6,338,5.82
priestly,8,338,5.82
precarious,10,338,5.82
Pasteur,7,338,5.82
network's,9,338,5.82
Kafka,5,338,5.82
immobile,8,338,5.82
forester,8,338,5.82
elongated,9,338,5.82
dispensing,10,338,5.82
clinch,6,338,5.82
affirms,7,338,5.82
ungrateful,10,337,5.82
trifle,6,337,5.82
tulips,6,337,5.82
tractors,8,337,5.82
sobbed,6,337,5.82
recount,7,337,5.82
rattled,7,337,5.82
phosphor,8,337,5.82
omnipresent,11,337,5.82
lentils,7,337,5.82
inquest,7,337,5.82
intercontinental,16,337,5.82
growths,7,337,5.82
encyclopedias,13,337,5.82
drugstore,9,337,5.82
chimp,5,337,5.82
caramel,7,337,5.82
Bacchus,7,337,5.82
stockpile,9,336,5.82
stewardship,11,336,5.82
snorkel,7,336,5.82
shoestring,10,336,5.82
remuneration,12,336,5.82
reconsidered,12,336,5.82
ream,4,336,5.82
qualitatively,13,336,5.82
pianists,8,336,5.82
palate,6,336,5.82
orchestration,13,336,5.82
looped,6,336,5.82
jungles,7,336,5.82
jamboree,8,336,5.82
interfaith,10,336,5.82
heron,5,336,5.82
frostbite,9,336,5.82
erred,5,336,5.82
elongation,10,336,5.82
covertly,8,336,5.82
coinage,7,336,5.82
busts,5,336,5.82
botanist,8,336,5.82
binders,7,336,5.82
axiomatic,9,336,5.82
whimsical,9,335,5.81
tumbled,7,335,5.81
torrent,7,335,5.81
teaming,7,335,5.81
slums,5,335,5.81
smudge,6,335,5.81
smuggle,7,335,5.81
secondhand,10,335,5.81
penultimate,11,335,5.81
mindful,7,335,5.81
lessening,9,335,5.81
infraction,10,335,5.81
furor,5,335,5.81
forbade,7,335,5.81
fleck,5,335,5.81
ecclesiastical,14,335,5.81
crackling,9,335,5.81
contented,9,335,5.81
communicative,13,335,5.81
bearable,8,335,5.81
aligning,8,335,5.81
worsened,8,334,5.81
wallow,6,334,5.81
tweed,5,334,5.81
totalitarianism,15,334,5.81
theistic,8,334,5.81
surly,5,334,5.81
squealing,9,334,5.81
slipper,7,334,5.81
shredding,9,334,5.81
sandbox,7,334,5.81
rewrites,8,334,5.81
proportionally,14,334,5.81
presupposes,11,334,5.81
pretensions,11,334,5.81
